name,team,opp,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,reb_proj,ast_proj,stl_proj,blk_proj,tov_proj
Josh Okogie,MIN,GSW,0022100734,1629006,30,12,18,0.4,12.849722222222223,0.8333333333333334,2.4,0.347,0.3,1.1,0.273,0.7666666666666667,1.2333333333333334,0.622,0.8333333333333334,1.1666666666666667,2.0,0.6,0.5,0.5666666666666667,0.3,0.26666666666666666,1.3,1,2.7333333333333334,20,0,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:02,Base Set,Common,3,Block,2021-11-30 01:00:00+00:00,Minnesota Timberwolves,60000,28727.0,0.0,10053.0,24331.0,0.0,2.0,3,0.00%,0.0,50.0,1740.0,nan,nan,nan,nan,VISIBLE,778c24e9-888d-4ce6-a52b-b825b2b50160,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+778c24e9-888d-4ce6-a52b-b825b2b50160,-1.92%,3999,51,Dunk,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-1-Dunk,0-0,0,2.7333333333333334,2.0,0.6,0.5666666666666667,0.3,0.5
Karl-Anthony Towns,MIN,GSW,0022100734,1626157,40,22,18,0.55,34.56916666666667,8.525,16.525,0.516,2.225,5.425,0.41,4.825,5.95,0.811,2.775,6.575,9.35,3.625,3.425,1.075,1.275,1.275,3.7,5,24.1,138,19,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:04,Base Set,Common,3,Dunk,2021-10-21 00:00:00+00:00,Minnesota Timberwolves,60000,38328.0,0.0,9809.0,13964.0,0.0,2.0,3,0.00%,0.0,0.0,2185.0,nan,nan,nan,nan,VISIBLE,88bf9a81-b138-4168-b9d3-187e67a17bc2,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+88bf9a81-b138-4168-b9d3-187e67a17bc2,0.00%,1800,133,Dunk,2,Throwdowns,Rare,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Dunk,Throwdowns-Rare-2-Dunk,0-0,0,24.1,9.35,3.625,1.075,1.275,3.425
Leandro Bolmaro,MIN,GSW,0022100734,1630195,24,12,12,0.5,7.751874999999999,0.375,1.3333333333333333,0.281,0.08333333333333333,0.5,0.167,0.3333333333333333,0.375,0.889,0.625,0.8333333333333334,1.4583333333333333,0.4583333333333333,0.5,0.20833333333333334,0.0,0.041666666666666664,0.875,0,1.1666666666666667,-33,0,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,nan,nan,0-0,0,1.1666666666666667,1.4583333333333333,0.4583333333333333,0.20833333333333334,0.0,0.5
Malik Beasley,MIN,GSW,0022100734,1627736,47,24,23,0.511,26.492056737588655,4.297872340425532,11.53191489361702,0.373,2.9148936170212765,8.361702127659575,0.349,0.44680851063829785,0.6170212765957447,0.724,0.3829787234042553,2.6808510638297873,3.0638297872340425,1.5957446808510638,0.7021276595744681,0.5531914893617021,0.14893617021276595,0.5319148936170213,1.2127659574468086,0,11.957446808510639,-68,0,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 21:38,Base Set,Common,2,Handles,2021-01-11 01:00:00+00:00,Minnesota Timberwolves,40000,35559.0,0.0,2716.0,1754.0,0.0,12.0,8,14.29%,0.0,0.0,1605.0,False,False,False,False,VISIBLE,5cd75a86-c7dc-45da-b1b4-475297f5781c,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+5cd75a86-c7dc-45da-b1b4-475297f5781c,0.00%,12000,15,Dunk,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Handles,Base Set-Common-2-Dunk,0-0,0,11.957446808510639,3.0638297872340425,1.5957446808510638,0.5531914893617021,0.14893617021276595,0.7021276595744681
McKinley Wright IV,MIN,GSW,0022100734,1630593,3,3,0,1.0,2.8555555555555556,0.6666666666666666,1.0,0.667,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0,1.6666666666666667,-9,0,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,nan,nan,0-0,0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
Nathan Knight,MIN,GSW,0022100734,1630233,23,12,11,0.522,7.986376811594203,1.0434782608695652,2.1739130434782608,0.48,0.08695652173913043,0.30434782608695654,0.286,1.2173913043478262,1.7391304347826086,0.7,0.9565217391304348,1.5217391304347827,2.4782608695652173,0.6086956521739131,0.5217391304347826,0.17391304347826086,0.30434782608695654,0.21739130434782608,1.1304347826086956,1,3.391304347826087,9,1,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:08,Base Set,Common,2,Dunk,2021-03-14 23:30:00+00:00,Atlanta Hawks,12000,11243.0,0.0,539.0,221.0,0.0,12.0,23,0.00%,0.0,0.0,363.0,True,False,True,True,VISIBLE,6f07b8d6-74dd-4c9e-af2c-4bc65857bdeb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6f07b8d6-74dd-4c9e-af2c-4bc65857bdeb,0.00%,12000,23,Dunk,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,3.391304347826087,2.4782608695652173,0.6086956521739131,0.17391304347826086,0.30434782608695654,0.5217391304347826
Naz Reid,MIN,GSW,0022100734,1629675,44,22,22,0.5,16.29340909090909,3.090909090909091,6.863636363636363,0.45,0.7954545454545454,2.4318181818181817,0.327,1.5454545454545454,2.1363636363636362,0.723,1.5,2.5454545454545454,4.045454545454546,0.7727272727272727,1.0227272727272727,0.45454545454545453,1.0227272727272727,0.4772727272727273,2.2954545454545454,1,8.522727272727273,-117,2,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:09,Base Set,Common,2,Dunk,2021-02-18 01:00:00+00:00,Minnesota Timberwolves,12000,11222.0,0.0,549.0,230.0,0.0,12.0,26,-7.14%,0.0,4.0,259.0,True,False,False,False,VISIBLE,6aca8f13-9c30-46c7-ab89-b76faa853db1,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6aca8f13-9c30-46c7-ab89-b76faa853db1,-7.14%,12000,26,Dunk,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,8.522727272727273,4.045454545454546,0.7727272727272727,0.45454545454545453,1.0227272727272727,1.0227272727272727
Patrick Beverley,MIN,GSW,0022100734,201976,32,16,16,0.5,26.063020833333333,3.09375,7.59375,0.407,1.21875,3.90625,0.312,1.3125,1.90625,0.689,1.1875,3.3125,4.5,5.03125,1.15625,1.15625,0.90625,0.34375,2.84375,2,8.71875,88,2,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 21:39,Base Set,Common,2,Layup,2020-12-31 03:00:00+00:00,LA Clippers,40000,34978.0,0.0,3297.0,1821.0,0.0,12.0,4,0.00%,0.0,0.0,1985.0,False,False,False,False,VISIBLE,2281ca46-db52-4929-85a4-fe2d1608191b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2281ca46-db52-4929-85a4-fe2d1608191b,0.00%,3999,34,3 Pointer,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-3 Pointer,0-0,0,8.71875,4.5,5.03125,1.15625,0.90625,1.15625
Taurean Prince,MIN,GSW,0022100734,1627752,36,19,17,0.528,14.929166666666667,1.6388888888888888,4.027777777777778,0.407,0.8333333333333334,2.5555555555555554,0.326,0.5555555555555556,0.7222222222222222,0.769,0.3888888888888889,1.5833333333333333,1.9722222222222223,0.8611111111111112,0.6388888888888888,0.4166666666666667,0.2222222222222222,0.1111111111111111,1.3611111111111112,1,4.666666666666667,-60,0,0,0022100734,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:02,Base Set,Common,3,Layup,2021-11-27 23:00:00+00:00,Minnesota Timberwolves,60000,29124.0,0.0,9656.0,24357.0,0.0,2.0,3,0.00%,0.0,0.0,1477.0,nan,nan,nan,nan,VISIBLE,88631a32-86f8-46ef-a46a-6179dab3b768,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+88631a32-86f8-46ef-a46a-6179dab3b768,0.00%,12000,7,Assist,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-Assist,0-0,0,4.666666666666667,1.9722222222222223,0.8611111111111112,0.4166666666666667,0.2222222222222222,0.6388888888888888
Andre Iguodala,GSW,MIN,0022100734,2738,25,16,9,0.64,20.504933333333334,1.56,4.04,0.386,0.52,2.4,0.217,0.52,0.64,0.813,0.76,2.6,3.36,3.88,0.92,0.84,0.84,0.04,0.96,1,4.16,112,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:02,Base Set,Common,3,Assist,2021-11-06 02:00:00+00:00,Golden State Warriors,60000,33936.0,0.0,12089.0,17103.0,0.0,2.0,3,0.00%,50.0,0.0,2328.0,nan,nan,nan,nan,VISIBLE,aac5697a-d359-4840-ac11-957e6a056efb,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+aac5697a-d359-4840-ac11-957e6a056efb,0.00%,1357,100,Steal,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Assist,Base Set-Common-1-Steal,0-0,0,4.16,3.36,3.88,0.84,0.84,0.92
Andrew Wiggins,GSW,MIN,0022100734,203952,44,32,12,0.727,31.43147727272727,6.7727272727272725,14.068181818181818,0.481,2.159090909090909,5.340909090909091,0.404,2.3636363636363638,3.522727272727273,0.671,1.0909090909090908,3.1136363636363638,4.204545454545454,2.022727272727273,1.5681818181818181,0.9318181818181818,0.5909090909090909,0.6136363636363636,1.8636363636363635,3,18.068181818181817,232,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:10,Base Set,Common,3,Dunk,2021-10-27 00:00:00+00:00,Golden State Warriors,60000,37010.0,0.0,11122.0,14184.0,0.0,2.0,3,0.00%,0.0,0.0,1874.0,nan,nan,nan,nan,VISIBLE,16ef2f18-e56f-432a-b5ca-f968427d3ff7,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+16ef2f18-e56f-432a-b5ca-f968427d3ff7,19.51%,3999,98,Dunk,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,0-0,0,18.068181818181817,4.204545454545454,2.022727272727273,0.9318181818181818,0.5909090909090909,1.5681818181818181
Chris Chiozza,GSW,MIN,0022100734,1629185,24,16,8,0.667,10.460138888888888,0.6666666666666666,2.4166666666666665,0.276,0.5416666666666666,1.5833333333333333,0.342,0.041666666666666664,0.041666666666666664,1.0,0.3333333333333333,0.7916666666666666,1.125,1.7083333333333333,0.875,0.3333333333333333,0.0,0.20833333333333334,0.9166666666666666,0,1.9166666666666667,-31,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:08,Base Set,Common,2,Assist,2021-04-01 23:30:00+00:00,Brooklyn Nets,40000,35550.0,0.0,3259.0,1300.0,0.0,12.0,4,0.00%,0.0,0.0,2236.0,False,False,False,False,VISIBLE,103172b1-aaee-475a-a099-b2270f63ded5,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+103172b1-aaee-475a-a099-b2270f63ded5,-5.88%,18000,16,Steal,2,Hustle and Show,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Assist,Hustle and Show-Common-2-Steal,0-0,0,1.9166666666666667,1.125,1.7083333333333333,0.3333333333333333,0.0,0.875
Damion Lee,GSW,MIN,0022100734,1627814,37,26,11,0.703,20.499234234234233,3.027027027027027,6.513513513513513,0.465,1.162162162162162,3.135135135135135,0.371,1.0,1.162162162162162,0.86,0.40540540540540543,2.6486486486486487,3.054054054054054,0.9459459459459459,0.7027027027027027,0.5945945945945946,0.10810810810810811,0.13513513513513514,1.5675675675675675,1,8.216216216216216,91,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:09,Base Set,Common,2,3 Pointer,2020-12-28 01:00:00+00:00,Golden State Warriors,40000,36095.0,0.0,2899.0,1070.0,0.0,12.0,5,0.00%,0.0,0.0,1495.0,False,False,False,False,VISIBLE,c119b0f0-80b5-4031-8915-945f019add22,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c119b0f0-80b5-4031-8915-945f019add22,6.00%,1500,53,Assist,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,0-0,0,8.216216216216216,3.054054054054054,0.9459459459459459,0.5945945945945946,0.10810810810810811,0.7027027027027027
Draymond Green,GSW,MIN,0022100734,203110,34,28,6,0.824,29.940980392156863,3.176470588235294,5.911764705882353,0.537,0.35294117647058826,1.2352941176470589,0.286,1.1764705882352942,1.9705882352941178,0.597,1.1176470588235294,6.4411764705882355,7.5588235294117645,7.352941176470588,3.1176470588235294,1.3823529411764706,1.2058823529411764,0.2647058823529412,2.764705882352941,2,7.882352941176471,196,3,1,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:03,Base Set,Common,3,Dunk,2021-11-06 02:00:00+00:00,Golden State Warriors,60000,34970.0,0.0,11059.0,16460.0,0.0,2.0,3,50.00%,0.0,0.0,2816.0,nan,nan,nan,nan,VISIBLE,ff5b8ae3-eb77-478b-a1b4-5ae4deb0a585,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+ff5b8ae3-eb77-478b-a1b4-5ae4deb0a585,0.00%,1500,240,Block,1,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,0-0,0,7.882352941176471,7.5588235294117645,7.352941176470588,1.3823529411764706,1.2058823529411764,3.1176470588235294
Gary Payton II,GSW,MIN,0022100734,1627780,45,33,12,0.733,16.649185185185186,3.2222222222222223,5.088888888888889,0.633,0.6666666666666666,1.7555555555555555,0.38,0.5333333333333333,0.9333333333333333,0.571,1.0888888888888888,2.577777777777778,3.6666666666666665,0.8,0.5111111111111111,1.3333333333333333,0.28888888888888886,0.15555555555555556,1.7333333333333334,0,7.644444444444445,140,1,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:03,Base Set,Common,3,Dunk,2021-11-04 02:00:00+00:00,Golden State Warriors,12000,11126.0,0.0,778.0,98.0,0.0,2.0,22,10.00%,15.79,15.79,314.0,True,nan,nan,nan,VISIBLE,b642e834-6a4b-495f-82c2-c17415c21058,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+b642e834-6a4b-495f-82c2-c17415c21058,10.00%,12000,22,Dunk,3,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-3-Dunk,0-0,0,7.644444444444445,3.6666666666666665,0.8,1.3333333333333333,0.28888888888888886,0.5111111111111111
Jeff Dowtin,GSW,MIN,0022100734,1630288,4,3,1,0.75,6.933333333333334,0.75,1.5,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,1.5,1.75,0.75,0.25,0.0,0.25,0.0,0.5,0,1.5,17,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,nan,nan,0-0,0,1.5,1.75,0.75,0.0,0.25,0.25
Jonathan Kuminga,GSW,MIN,0022100734,1630228,36,26,10,0.722,11.94574074074074,2.388888888888889,4.861111111111111,0.491,0.5555555555555556,1.6111111111111112,0.345,1.4166666666666667,2.138888888888889,0.662,0.5,1.9166666666666667,2.4166666666666665,0.4722222222222222,0.75,0.3611111111111111,0.16666666666666666,0.3333333333333333,1.4444444444444444,1,6.75,28,1,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:02,Base Set,Common,3,3 Pointer,2021-10-31 00:30:00+00:00,Golden State Warriors,4000,1617.0,0.0,222.0,2161.0,0.0,2.0,293,0.34%,2.09,1.03,91.0,True,True,True,True,VISIBLE,93d3fdac-bb17-412e-8239-38188b17b78b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+93d3fdac-bb17-412e-8239-38188b17b78b,0.34%,4000,293,3 Pointer,3,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,0-0,0,6.75,2.4166666666666665,0.4722222222222222,0.3611111111111111,0.16666666666666666,0.75
Jordan Poole,GSW,MIN,0022100734,1629673,42,31,11,0.738,29.30071428571429,5.738095238095238,13.071428571428571,0.439,2.4523809523809526,7.238095238095238,0.339,2.8095238095238093,3.0952380952380953,0.908,0.2619047619047619,2.6904761904761907,2.9523809523809526,3.2857142857142856,2.3333333333333335,0.7857142857142857,0.2857142857142857,0.8809523809523809,2.7142857142857144,2,16.738095238095237,216,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:03,Base Set,Common,3,Layup,2021-10-20 02:00:00+00:00,Golden State Warriors,60000,37710.0,0.0,10420.0,14008.0,0.0,2.0,3,0.00%,0.0,0.0,1410.0,nan,nan,nan,nan,VISIBLE,f1e12181-c051-4a19-b8be-34b4dabcc3f2,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f1e12181-c051-4a19-b8be-34b4dabcc3f2,5.26%,12000,40,Layup,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-Layup,0-0,0,16.738095238095237,2.9523809523809526,3.2857142857142856,0.7857142857142857,0.2857142857142857,2.3333333333333335
Juan Toscano-Anderson,GSW,MIN,0022100734,1629308,46,35,11,0.761,15.325000000000001,1.7826086956521738,3.6739130434782608,0.485,0.3695652173913043,1.3478260869565217,0.274,0.6521739130434783,1.108695652173913,0.588,0.5434782608695652,2.369565217391304,2.9130434782608696,1.9130434782608696,1.108695652173913,0.7391304347826086,0.30434782608695654,0.2608695652173913,1.5869565217391304,0,4.586956521739131,51,0,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:08,Base Set,Common,2,Dunk,2021-04-16 00:00:00+00:00,Golden State Warriors,12000,11291.0,0.0,556.0,153.0,0.0,12.0,18,5.88%,20.0,0.0,266.0,True,False,False,False,VISIBLE,ba2c1c1f-9a4b-430e-b54c-13a695733c74,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ba2c1c1f-9a4b-430e-b54c-13a695733c74,5.88%,12000,18,Dunk,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,4.586956521739131,2.9130434782608696,1.9130434782608696,0.7391304347826086,0.30434782608695654,1.108695652173913
Kevon Looney,GSW,MIN,0022100734,1626172,48,35,13,0.729,20.735069444444445,2.5208333333333335,4.5625,0.553,0.0,0.020833333333333332,0.0,1.0208333333333333,1.5833333333333333,0.645,2.6458333333333335,4.625,7.270833333333333,1.6458333333333333,0.8541666666666666,0.5625,0.7708333333333334,0.4791666666666667,2.625,1,6.0625,149,3,0,0022100734,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 22:02,Base Set,Common,3,Layup,2021-12-14 00:00:00+00:00,Golden State Warriors,60000,24369.0,0.0,6460.0,32108.0,0.0,2.0,3,0.00%,0.0,0.0,990.0,nan,nan,nan,nan,VISIBLE,6cdb3f37-d1da-4385-974f-82f20be0766d,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+6cdb3f37-d1da-4385-974f-82f20be0766d,0.00%,12000,15,Dunk,2,Base Set,Common,1610612750,0,MIN,,10:00 pm ET,1610612744,0,GSW,0,2022-01-27 22:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-Dunk,0-0,0,6.0625,7.270833333333333,1.6458333333333333,0.5625,0.7708333333333334,0.8541666666666666
