name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,ast_proj
Josh Christopher,HOU,0022100764,1630528,41,12,29,0.293,16.19272357723577,2.707317073170732,5.7560975609756095,0.47,0.7317073170731707,2.1463414634146343,0.341,0.975609756097561,1.2439024390243902,0.784,0.6585365853658537,1.3658536585365855,2.024390243902439,1.6829268292682926,1.4634146341463414,0.8292682926829268,0.14634146341463414,0.5121951219512195,1.048780487804878,1,7.121951219512195,-119,0,0,GSW,0022100764,home,ACTIVE,1630528.0,9,nan,Bench,-,1,nan,nan,5,0,0,11,5,0.45454545454545503,0,3.0,0,0,4,2,0.5,56,19.38383333333333,50,-6,13,3,8,0,1,0,1,0,6,1,0.166666666666667,0,5,4,0.8,GSW,2022-02-01 01:52,Base Set,Common,3,3 Pointer,2021-10-21 00:00:00+00:00,Houston Rockets,4000,2257.0,0.0,283.0,1460.0,0.0,2.0,69,6.15%,2.99,30.19,89.0,True,True,True,True,VISIBLE,d3eed578-1a87-48c4-b44f-5e8fb49a58b6,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d3eed578-1a87-48c4-b44f-5e8fb49a58b6,6.15%,4000,69,3 Pointer,3,Base Set,Common,nan,nan,1610612744,122,GSW,,Final,1610612745,108,HOU,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,122-108,14,7.121951219512195,1.6829268292682926
Kenyon Martin Jr.,HOU,0022100764,1630231,46,14,32,0.304,19.367246376811593,3.369565217391304,6.3478260869565215,0.531,0.5652173913043478,1.826086956521739,0.31,1.0217391304347827,1.5869565217391304,0.644,1.0434782608695652,2.8043478260869565,3.847826086956522,1.4130434782608696,0.6956521739130435,0.45652173913043476,0.5434782608695652,0.6521739130434783,1.3043478260869565,1,8.326086956521738,-104,1,0,GSW,0022100764,home,ACTIVE,1630231.0,6,nan,Bench,-,1,nan,nan,1,1,2,7,4,0.5714285714285711,0,2.0,2,0,2,1,0.5,45,19.383333333333333,47,2,9,0,8,2,0,5,5,1,1,0,0.0,0,6,4,0.666666666666666,GSW,2022-02-01 01:58,Base Set,Common,3,Dunk,2021-12-09 01:00:00+00:00,Houston Rockets,60000,24630.0,0.0,6199.0,32998.0,0.0,2.0,3,0.00%,0.0,0.0,1678.0,nan,nan,nan,nan,VISIBLE,0470b692-19da-447e-880c-dad9bfb91174,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+0470b692-19da-447e-880c-dad9bfb91174,0.00%,1800,102,Dunk,2,Throwdowns,Rare,nan,nan,1610612744,122,GSW,,Final,1610612745,108,HOU,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-Dunk,Throwdowns-Rare-2-Dunk,122-108,14,8.326086956521738,1.4130434782608696
Kevin Porter Jr.,HOU,0022100764,1629645,32,10,22,0.313,30.043177083333333,4.53125,11.90625,0.381,1.96875,5.71875,0.344,2.1875,3.40625,0.642,0.75,3.46875,4.21875,6.03125,3.625,1.28125,0.28125,0.6875,2.5625,3,13.21875,-172,3,0,GSW,0022100764,home,ACTIVE,1629645.0,3,SG,Starter,-,1,nan,nan,11,0,1,13,6,0.461538461538462,1,0.0,3,0,0,0,0.0,87,33.266666666666666,71,-16,17,0,2,0,1,0,1,0,9,5,0.555555555555556,5,4,1,0.25,GSW,2022-02-01 01:40,Base Set,Common,2,Layup,2021-03-13 03:00:00+00:00,Houston Rockets,35000,32598.0,0.0,2012.0,453.0,0.0,12.0,5,0.00%,25.0,0.0,1411.0,False,False,False,False,VISIBLE,8f8b5330-b632-45e4-878a-afb7c7407f6e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+8f8b5330-b632-45e4-878a-afb7c7407f6e,6.67%,3999,112,Dunk,1,Base Set,Common,nan,nan,1610612744,122,GSW,,Final,1610612745,108,HOU,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,122-108,14,13.21875,6.03125
Trevelin Queen,HOU,0022100764,1630243,8,1,7,0.125,8.619375,1.625,3.625,0.448,1.0,2.75,0.364,0.375,0.375,1.0,0.625,1.125,1.75,0.375,0.875,0.625,0.0,0.0,0.75,0,4.625,3,0,0,GSW,0022100764,home,INACTIVE,1630243.0,21,nan,Bench,-,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,GSW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612744,122,GSW,,Final,1610612745,108,HOU,4,2022-01-31 20:00:00-05:00,nan,nan,122-108,14,4.625,0.375
Usman Garuba,HOU,0022100764,1630586,15,2,13,0.133,6.98,0.5333333333333333,1.6,0.333,0.13333333333333333,0.8666666666666667,0.154,0.06666666666666667,0.13333333333333333,0.5,0.6,1.6666666666666667,2.2666666666666666,0.5333333333333333,0.2,0.4666666666666667,0.4,0.13333333333333333,0.6,0,1.2666666666666666,39,0,0,GSW,0022100764,home,INACTIVE,1630586.0,16,nan,Bench,-,0,INACTIVE_INJURY,Left Wrist; Fracture,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,GSW,2022-02-01 01:55,Base Set,Common,3,Block,2021-10-21 00:00:00+00:00,Houston Rockets,4000,2106.0,0.0,149.0,1746.0,0.0,2.0,39,2.63%,-2.5,2.63,88.0,True,True,True,True,VISIBLE,af23af7e-c409-4f6e-bca4-0c12d5fe5573,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+af23af7e-c409-4f6e-bca4-0c12d5fe5573,2.63%,4000,39,Block,3,Base Set,Common,"Wed, Jan 26",INJ - exp. back Mar 9,1610612744,122,GSW,,Final,1610612745,108,HOU,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-3-Block,122-108,14,1.2666666666666666,0.5333333333333333
Anfernee Simons,POR,0022100765,1629014,44,21,23,0.477,28.14121212121212,5.681818181818182,12.704545454545455,0.447,2.840909090909091,6.954545454545454,0.408,1.5681818181818181,1.7272727272727273,0.908,0.4318181818181818,2.1818181818181817,2.6136363636363638,3.7045454545454546,1.7727272727272727,0.5,0.13636363636363635,0.5681818181818182,1.9545454545454546,1,15.772727272727273,15,2,0,OKC,0022100765,away,ACTIVE,1629014.0,1,PG,Starter,-,1,nan,nan,2,0,0,16,3,0.1875,0,1.0,2,0,0,0,0.0,73,34.15,55,-18,8,0,0,3,5,0,5,0,12,2,0.166666666666667,2,4,1,0.25,OKC,2022-02-01 01:54,Base Set,Common,3,Handles,2021-11-01 23:00:00+00:00,Portland Trail Blazers,60000,35979.0,0.0,11400.0,15871.0,0.0,2.0,3,0.00%,0.0,0.0,1766.0,nan,nan,nan,nan,VISIBLE,f5eac8fc-3c0f-428c-abef-841f1f8f4b19,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f5eac8fc-3c0f-428c-abef-841f1f8f4b19,0.00%,12000,40,Dunk,2,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-Handles,Base Set-Common-2-Dunk,98-81,17,15.772727272727273,3.7045454545454546
Ben McLemore,POR,0022100765,203463,33,14,19,0.424,17.589444444444446,3.0606060606060606,7.242424242424242,0.423,2.4242424242424243,5.848484848484849,0.415,0.5757575757575758,0.7272727272727273,0.792,0.24242424242424243,1.1515151515151516,1.393939393939394,0.8181818181818182,0.6666666666666666,0.36363636363636365,0.12121212121212122,0.24242424242424243,1.5151515151515151,0,9.121212121212121,-109,0,0,OKC,0022100765,away,ACTIVE,203463.0,23,nan,Bench,-,1,nan,nan,0,0,0,4,1,0.25,0,1.0,0,0,2,1,0.5,23,12.083333333333334,17,-6,4,0,0,0,1,0,1,0,4,1,0.25,0,0,0,0.0,OKC,2022-02-01 01:41,Base Set,Common,2,3 Pointer,2021-04-11 00:30:00+00:00,Los Angeles Lakers,40000,29507.0,0.0,6037.0,4582.0,0.0,12.0,5,0.00%,0.0,0.0,875.0,False,False,False,False,VISIBLE,43418d42-99fd-45e7-903e-b236e5dff356,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+43418d42-99fd-45e7-903e-b236e5dff356,-7.14%,12000,13,3 Pointer,2,2021 NBA Playoffs,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-3 Pointer,2021 NBA Playoffs-Common-2-3 Pointer,98-81,17,9.121212121212121,0.8181818181818182
Brandon Williams,POR,0022100765,1630314,2,0,2,0.0,5.875,1.0,1.5,0.667,0.0,0.0,0.0,2.0,3.5,0.571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0,20,0,0,OKC,0022100765,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,nan,nan,98-81,17,4.0,1.0
CJ Elleby,POR,0022100765,1629604,27,11,16,0.407,11.229012345679012,1.4074074074074074,3.259259259259259,0.432,0.5185185185185185,1.6296296296296295,0.318,0.5555555555555556,0.6666666666666666,0.833,0.5925925925925926,1.5555555555555556,2.1481481481481484,0.8518518518518519,0.4074074074074074,0.5185185185185185,0.1111111111111111,0.07407407407407407,1.3703703703703705,0,3.888888888888889,-75,0,0,OKC,0022100765,away,INACTIVE,1629604.0,16,nan,Bench,-,0,INACTIVE_INJURY,Left Hamstring; strain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,OKC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mon, Jan 31",INJ - exp. back Feb 2,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,nan,nan,98-81,17,3.888888888888889,0.8518518518518519
CJ McCollum,POR,0022100765,203468,32,15,17,0.469,35.2878125,8.09375,18.40625,0.44,3.25,8.09375,0.402,1.40625,2.0,0.703,0.9375,3.25,4.1875,4.4375,2.03125,1.0,0.65625,0.84375,2.25,2,20.84375,-55,1,0,OKC,0022100765,away,ACTIVE,203468.0,3,SG,Starter,-,1,nan,nan,7,0,0,17,10,0.5882352941176471,0,2.0,1,0,0,0,0.0,81,38.833333333333336,69,-12,21,0,14,0,3,0,3,0,6,1,0.166666666666667,2,11,9,0.818181818181818,OKC,2022-02-01 01:55,Base Set,Common,2,Handles,2021-01-12 03:00:00+00:00,Portland Trail Blazers,40000,35442.0,0.0,2827.0,1767.0,0.0,12.0,8,-11.11%,14.29,14.29,1682.0,False,False,False,False,VISIBLE,b2cf1101-71d8-4870-992f-1b5e2cd937e7,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b2cf1101-71d8-4870-992f-1b5e2cd937e7,0.00%,3999,75,Dunk,1,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Handles,Base Set-Common-1-Dunk,98-81,17,20.84375,4.4375
Cameron McGriff,POR,0022100765,1630787,3,0,3,0.0,15.322222222222223,1.6666666666666667,4.666666666666667,0.357,0.6666666666666666,2.0,0.333,0.6666666666666666,0.6666666666666666,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.3333333333333333,0.0,2.3333333333333335,0,4.666666666666667,8,0,0,OKC,0022100765,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,nan,nan,98-81,17,4.666666666666667,1.0
Cody Zeller,POR,0022100765,203469,27,13,14,0.481,13.130925925925927,1.8888888888888888,3.3333333333333335,0.567,0.0,0.14814814814814814,0.0,1.4074074074074074,1.8148148148148149,0.776,1.8518518518518519,2.7777777777777777,4.62962962962963,0.8148148148148148,0.7037037037037037,0.2962962962962963,0.2222222222222222,0.5185185185185185,2.074074074074074,1,5.185185185185185,-28,0,0,OKC,0022100765,away,INACTIVE,203469.0,40,nan,Bench,-,0,INACTIVE_INJURY,Right Knee; recovery,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,OKC,2022-02-01 01:56,Base Set,Common,2,Dunk,2021-01-31 01:00:00+00:00,Charlotte Hornets,40000,35456.0,0.0,2806.0,1790.0,0.0,12.0,8,-11.11%,0.0,-11.11,1764.0,False,False,False,False,VISIBLE,8d4782e6-a99c-4957-89f3-c8a8d53ea631,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+8d4782e6-a99c-4957-89f3-c8a8d53ea631,0.00%,3999,82,Dunk,1,Base Set,Common,"Tue, Jan 25",INJ - exp. back Mar 23,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,98-81,17,5.185185185185185,0.8148148148148148
Damian Lillard,POR,0022100765,203081,29,12,17,0.414,36.420344827586206,7.655172413793103,19.03448275862069,0.402,3.1724137931034484,9.793103448275861,0.324,5.482758620689655,6.241379310344827,0.878,0.4482758620689655,3.689655172413793,4.137931034482759,7.310344827586207,2.8620689655172415,0.5862068965517241,0.3793103448275862,0.7586206896551724,1.2758620689655173,5,23.96551724137931,-30,8,0,OKC,0022100765,away,INACTIVE,203081.0,0,nan,Bench,-,0,INACTIVE_INJURY,Core; muscle recovery,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,OKC,2022-02-01 01:55,Base Set,Common,3,Layup,2021-11-10 03:00:00+00:00,Portland Trail Blazers,60000,36680.0,0.0,9345.0,16602.0,0.0,2.0,3,0.00%,0.0,0.0,3044.0,nan,nan,nan,nan,VISIBLE,0e2791d6-3214-41d4-ac9e-dec8a0fc8263,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+0e2791d6-3214-41d4-ac9e-dec8a0fc8263,6.98%,1433,460,Dunk,1,Base Set,Common,"Wed, Jan 12",INJ - exp. back Mar 15,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-Dunk,98-81,17,23.96551724137931,7.310344827586207
Dennis Smith Jr.,POR,0022100765,1628372,31,14,17,0.452,16.910806451612903,2.161290322580645,5.193548387096774,0.416,0.1935483870967742,0.8709677419354839,0.222,1.096774193548387,1.5806451612903225,0.694,0.4838709677419355,1.7741935483870968,2.2580645161290325,3.4516129032258065,1.3548387096774193,1.1290322580645162,0.3225806451612903,0.5806451612903226,1.3548387096774193,1,5.612903225806452,-123,0,0,OKC,0022100765,away,ACTIVE,1628372.0,10,nan,Bench,-,1,nan,nan,1,1,1,4,3,0.75,0,1.0,3,0,0,0,0.0,33,18.4,33,0,6,0,6,0,5,0,5,0,0,0,0.0,3,4,3,0.75,OKC,2022-02-01 01:29,Base Set,Common,2,Dunk,2021-02-27 01:00:00+00:00,Detroit Pistons,40000,35181.0,0.0,3412.0,1568.0,0.0,12.0,4,0.00%,0.0,33.33,2364.0,False,False,False,False,VISIBLE,16d948b7-adb5-4771-992d-746a64447dc6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+16d948b7-adb5-4771-992d-746a64447dc6,0.00%,2987,36,Handles,1,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Handles,98-81,17,5.612903225806452,3.4516129032258065
Greg Brown III,POR,0022100765,1630535,20,8,12,0.4,4.833333333333334,0.85,1.8,0.472,0.0,0.3,0.0,0.3,0.65,0.462,0.4,0.75,1.15,0.25,0.35,0.1,0.2,0.05,0.65,0,2.0,-44,0,0,OKC,0022100765,away,ACTIVE,1630535.0,4,nan,Bench,-,1,nan,nan,0,0,1,3,1,0.333333333333333,0,0.0,2,0,0,0,0.0,13,9.183333333333334,17,4,2,0,2,0,3,2,5,0,1,0,0.0,0,2,1,0.5,OKC,2022-02-01 01:55,Hustle and Show,Common,3,Dunk,2021-11-24 03:00:00+00:00,Portland Trail Blazers,18000,16478.0,0.0,1522.0,10.0,0.0,2.0,14,7.69%,16.67,27.27,772.0,nan,nan,True,True,VISIBLE,a4059eb9-9e9a-46c3-8192-55f4ce2e8257,78e6e101-ef35-498a-96a1-b6fa87be375c,https://nbatopshot.com/listings/p2p/78e6e101-ef35-498a-96a1-b6fa87be375c+a4059eb9-9e9a-46c3-8192-55f4ce2e8257,2.04%,4000,50,Dunk,3,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Hustle and Show-Common-3-Dunk,Base Set-Common-3-Dunk,98-81,17,2.0,0.25
Jarron Cumberland,POR,0022100765,1629600,3,0,3,0.0,4.105555555555555,0.3333333333333333,0.6666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0,0.6666666666666666,9,0,0,OKC,0022100765,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,nan,nan,98-81,17,0.6666666666666666,0.3333333333333333
Jusuf Nurkic,POR,0022100765,203994,47,21,26,0.447,27.426063829787235,5.531914893617022,10.170212765957446,0.544,0.2127659574468085,0.9787234042553191,0.217,3.3404255319148937,4.808510638297872,0.695,2.723404255319149,8.0,10.72340425531915,2.6808510638297873,2.5319148936170213,1.1702127659574468,0.574468085106383,0.6808510638297872,3.3617021276595747,4,14.617021276595745,32,23,0,OKC,0022100765,away,ACTIVE,203994.0,27,C,Starter,-,1,nan,nan,1,1,1,12,7,0.583333333333333,1,3.0,3,0,0,0,0.0,71,30.816666666666666,49,-22,14,2,12,2,5,4,9,1,0,0,0.0,2,12,7,0.583333333333333,OKC,2022-02-01 01:54,Base Set,Common,2,Block,2021-01-14 03:00:00+00:00,Portland Trail Blazers,40000,35805.0,0.0,3321.0,922.0,0.0,12.0,11,0.00%,10.0,-8.33,1334.0,False,False,False,False,VISIBLE,1c3ab8bf-df99-414c-ab22-fd073b62e8e8,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1c3ab8bf-df99-414c-ab22-fd073b62e8e8,0.00%,2680,70,Dunk,1,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Block,Base Set-Common-1-Dunk,98-81,17,14.617021276595745,2.6808510638297873
Keljin Blevins,POR,0022100765,1629833,8,3,5,0.375,5.481458333333333,0.625,1.625,0.385,0.5,1.125,0.444,0.0,0.25,0.0,0.0,0.375,0.375,0.375,0.625,0.0,0.0,0.0,0.25,0,1.75,-41,0,0,OKC,0022100765,away,ACTIVE,1629833.0,21,nan,Bench,-,1,nan,nan,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,4,2.7,4,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,OKC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,nan,nan,98-81,17,1.75,0.375
Larry Nance Jr.,POR,0022100765,1626204,37,14,23,0.378,23.203153153153153,2.7567567567567566,5.351351351351352,0.515,0.5135135135135135,1.6756756756756757,0.306,0.8648648648648649,1.3243243243243243,0.653,1.5675675675675675,4.081081081081081,5.648648648648648,1.972972972972973,0.7297297297297297,1.027027027027027,0.35135135135135137,0.24324324324324326,1.8108108108108107,1,6.891891891891892,-50,0,0,OKC,0022100765,away,INACTIVE,1626204.0,11,nan,Bench,-,0,INACTIVE_INJURY,Right Knee; inflammation,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,OKC,2022-02-01 01:52,Base Set,Common,2,Dunk,2021-01-23 00:30:00+00:00,Cleveland Cavaliers,35000,31559.0,0.0,2841.0,678.0,0.0,12.0,4,-20.00%,-20.0,0.0,2397.0,False,False,False,False,VISIBLE,59770a29-6764-45e2-96d7-682ba3ae5cd5,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+59770a29-6764-45e2-96d7-682ba3ae5cd5,0.00%,1500,38,Dunk,1,Base Set,Common,"Sun, Jan 23",INJ - exp. back Feb 2,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,98-81,17,6.891891891891892,1.972972972972973
Nassir Little,POR,0022100765,1629642,42,19,23,0.452,25.913531746031747,3.4523809523809526,7.5,0.46,1.2142857142857142,3.6666666666666665,0.331,1.6428571428571428,2.238095238095238,0.734,1.380952380952381,4.238095238095238,5.619047619047619,1.2857142857142858,0.9523809523809523,0.5952380952380952,0.8571428571428571,0.3333333333333333,1.9523809523809523,2,9.761904761904763,-23,3,0,OKC,0022100765,away,INACTIVE,1629642.0,9,nan,Bench,-,0,INACTIVE_INJURY,Left Shoulder; labral tear,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,OKC,2022-02-01 01:55,Base Set,Common,3,Dunk,2021-11-11 02:00:00+00:00,Portland Trail Blazers,60000,33311.0,0.0,12713.0,18009.0,0.0,2.0,3,0.00%,0.0,0.0,2116.0,nan,nan,nan,nan,VISIBLE,d21131e3-0dd0-4717-b83a-c25c3823cbe1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d21131e3-0dd0-4717-b83a-c25c3823cbe1,-3.12%,12000,31,Dunk,2,Base Set,Common,"Mon, Jan 31",Out for the season,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,98-81,17,9.761904761904763,1.2857142857142858
Norman Powell,POR,0022100765,1626181,38,13,25,0.342,33.02324561403509,6.078947368421052,13.342105263157896,0.456,2.236842105263158,5.526315789473684,0.405,4.0,4.973684210526316,0.804,0.42105263157894735,2.763157894736842,3.1842105263157894,2.0789473684210527,1.5526315789473684,1.0263157894736843,0.39473684210526316,0.7105263157894737,2.236842105263158,3,18.394736842105264,-189,0,0,OKC,0022100765,away,ACTIVE,1626181.0,24,SF,Starter,-,1,nan,nan,2,1,0,15,6,0.4,0,3.0,2,0,3,2,0.666666666666666,80,37.333333333333336,66,-14,17,2,4,3,5,0,5,0,8,3,0.375,1,7,3,0.428571428571429,OKC,2022-02-01 01:41,Base Set,Common,2,Dunk,2021-05-11 02:00:00+00:00,Portland Trail Blazers,40000,29667.0,0.0,5911.0,4517.0,0.0,12.0,5,-16.67%,0.0,0.0,732.0,False,False,False,False,VISIBLE,72a4b2f7-a521-4a3e-b82c-3cf0acaa7efb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+72a4b2f7-a521-4a3e-b82c-3cf0acaa7efb,0.00%,2773,177,Dunk,1,Base Set,Common,nan,nan,1610612757,81,POR,,Final,1610612760,98,OKC,4,2022-01-31 20:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,98-81,17,18.394736842105264,2.0789473684210527
