name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,ast_proj
Dakota Mathias,MEM,0022100761,1629751,6,5,1,0.833,2.704166666666667,0.3333333333333333,1.0,0.333,0.3333333333333333,1.0,0.333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,-11,0,0,PHI,0022100761,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,1.0,0.16666666666666666
De'Anthony Melton,MEM,0022100761,1629001,43,28,15,0.651,23.143062015503876,3.5813953488372094,9.372093023255815,0.382,1.5348837209302326,4.744186046511628,0.324,1.1162790697674418,1.6046511627906976,0.696,1.0465116279069768,3.488372093023256,4.534883720930233,2.744186046511628,1.4883720930232558,1.6511627906976745,0.5813953488372093,0.5116279069767442,1.8372093023255813,1,9.813953488372093,127,0,0,PHI,0022100761,away,ACTIVE,1629001.0,0,nan,Bench,On Bench,1,nan,nan,2,0,1,6,2,0.333333333333333,0,1.0,0,0,0,0,0.0,34,15.1655,31,-3,4,2,4,0,2,0,2,0,2,0,0.0,0,4,2,0.5,PHI,2022-02-01 01:58,Base Set,Common,3,Dunk,2021-12-10 01:00:00+00:00,Memphis Grizzlies,60000,24634.0,0.0,6195.0,32799.0,0.0,2.0,3,0.00%,0.0,0.0,1627.0,nan,nan,nan,nan,VISIBLE,e167dac3-5f18-4eec-9fb2-81d62f70876b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e167dac3-5f18-4eec-9fb2-81d62f70876b,8.33%,12000,13,Dunk,2,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,122-119,3,9.813953488372093,2.744186046511628
Desmond Bane,MEM,0022100761,1630217,48,33,15,0.688,29.978194444444444,6.729166666666667,14.375,0.468,2.8333333333333335,6.8125,0.416,1.4791666666666667,1.6666666666666667,0.888,0.5208333333333334,3.75,4.270833333333333,2.4583333333333335,1.5208333333333333,1.0625,0.4583333333333333,0.7916666666666666,2.4583333333333335,1,17.770833333333332,144,0,0,PHI,0022100761,away,ACTIVE,1630217.0,22,SG,Starter,In Game,1,nan,nan,1,0,3,21,12,0.5714285714285711,0,4.0,2,0,5,5,1.0,91,39.36933333333333,92,1,34,11,8,3,6,1,7,3,9,5,0.555555555555556,1,12,7,0.583333333333333,PHI,2022-02-01 01:58,Base Set,Common,3,Dunk,2021-12-05 01:30:00+00:00,Memphis Grizzlies,60000,21532.0,0.0,3229.0,35670.0,0.0,2.0,6,-14.29%,20.0,20.0,673.0,nan,nan,nan,nan,VISIBLE,f9d95cc9-abb4-4706-8465-c22a55678df3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f9d95cc9-abb4-4706-8465-c22a55678df3,1.01%,4000,200,3 Pointer,2,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-3 Pointer,122-119,3,17.770833333333332,2.4583333333333335
Dillon Brooks,MEM,0022100761,1628415,21,13,8,0.619,27.93142857142857,6.904761904761905,16.19047619047619,0.426,1.5714285714285714,4.809523809523809,0.327,3.0476190476190474,3.4285714285714284,0.889,0.8095238095238095,2.4761904761904763,3.2857142857142856,2.7142857142857144,1.7619047619047619,1.2857142857142858,0.19047619047619047,1.0476190476190477,3.2857142857142856,3,18.428571428571427,108,0,0,PHI,0022100761,away,INACTIVE,1628415.0,24,nan,Bench,On Bench,0,INACTIVE_INJURY,Left Ankle; Sprain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,2022-02-01 01:57,Base Set,Common,3,Layup,2021-12-01 00:30:00+00:00,Memphis Grizzlies,9999,6351.0,0.0,1082.0,2596.0,0.0,2.0,6,0.00%,0.0,0.0,344.0,nan,nan,nan,nan,VISIBLE,b6a708f3-0e15-44aa-b7c3-e0fe4288e3ee,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+b6a708f3-0e15-44aa-b7c3-e0fe4288e3ee,2.27%,3999,45,Assist,1,Base Set,Common,"Mon, Jan 10",INJ - exp. back Feb 12,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-Assist,122-119,3,18.428571428571427,2.7142857142857144
Ja Morant,MEM,0022100761,1629630,39,24,15,0.615,33.11094017094017,9.743589743589743,19.871794871794872,0.49,1.641025641025641,4.512820512820513,0.364,4.948717948717949,6.461538461538462,0.766,1.4615384615384615,4.512820512820513,5.9743589743589745,6.846153846153846,3.3333333333333335,1.2820512820512822,0.38461538461538464,1.6666666666666667,1.3846153846153846,5,26.076923076923077,69,8,1,PHI,0022100761,away,ACTIVE,1629630.0,12,PG,Starter,In Game,1,nan,nan,5,0,3,30,15,0.5,0,9.0,3,0,10,7,0.7,96,41.85,89,-7,37,7,28,2,5,0,5,1,5,0,0.0,9,25,15,0.6,PHI,2022-02-01 01:39,Base Set,Common,2,Block,2021-04-20 01:00:00+00:00,Memphis Grizzlies,40000,34288.0,0.0,3337.0,2390.0,0.0,12.0,16,-15.79%,0.0,14.29,779.0,False,False,False,False,VISIBLE,ed35c7bc-de88-490a-84fa-90461711d8d2,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ed35c7bc-de88-490a-84fa-90461711d8d2,-2.28%,1000,2999,Dunk,1,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-Block,Base Set-Common-1-Dunk,122-119,3,26.076923076923077,6.846153846153846
Jaren Jackson Jr.,MEM,0022100761,1628991,51,34,17,0.667,27.722843137254902,5.647058823529412,13.509803921568627,0.418,1.6862745098039216,5.333333333333333,0.316,3.392156862745098,4.215686274509804,0.805,1.3333333333333333,4.431372549019608,5.764705882352941,1.0784313725490196,1.803921568627451,1.0196078431372548,2.3137254901960786,1.2549019607843137,3.4313725490196076,3,16.372549019607842,182,3,0,PHI,0022100761,away,ACTIVE,1628991.0,13,PF,Starter,In Game,1,nan,nan,1,2,4,17,7,0.411764705882353,0,4.0,3,0,6,3,0.5,84,34.8,84,0,18,3,12,4,3,4,7,1,5,1,0.2,0,12,6,0.5,PHI,2022-02-01 01:57,Base Set,Common,3,Dunk,2021-12-01 00:30:00+00:00,Memphis Grizzlies,60000,29525.0,0.0,9255.0,24749.0,0.0,2.0,3,0.00%,0.0,0.0,1634.0,nan,nan,nan,nan,VISIBLE,bf4fa747-abfc-4b3a-b252-94fc38622a85,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bf4fa747-abfc-4b3a-b252-94fc38622a85,0.00%,3999,130,Dunk,1,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,122-119,3,16.372549019607842,1.0784313725490196
Jarrett Culver,MEM,0022100761,1629633,23,16,7,0.696,9.800652173913043,1.565217391304348,3.739130434782609,0.419,0.34782608695652173,1.2173913043478262,0.286,0.4782608695652174,0.9130434782608695,0.524,0.34782608695652173,1.2608695652173914,1.608695652173913,1.0434782608695652,0.43478260869565216,0.6086956521739131,0.13043478260869565,0.30434782608695654,1.1304347826086956,0,3.9565217391304346,31,0,0,PHI,0022100761,away,ACTIVE,1629633.0,23,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,2022-02-01 01:47,Base Set,Common,2,Dunk,2020-12-28 03:00:00+00:00,Minnesota Timberwolves,15000,14425.0,0.0,575.0,14.0,0.0,12.0,19,5.56%,5.56,18.75,1257.0,False,False,False,False,VISIBLE,d6cfa9e3-545e-40b9-85db-3d004903e722,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d6cfa9e3-545e-40b9-85db-3d004903e722,1.49%,3999,68,Dunk,1,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,122-119,3,3.9565217391304346,1.0434782608695652
John Konchar,MEM,0022100761,1629723,44,29,15,0.659,18.610037878787878,1.8409090909090908,3.6136363636363638,0.509,0.7045454545454546,1.6818181818181819,0.419,0.45454545454545453,0.75,0.606,1.25,3.340909090909091,4.590909090909091,1.4772727272727273,0.45454545454545453,0.75,0.29545454545454547,0.09090909090909091,1.2954545454545454,0,4.840909090909091,33,2,0,PHI,0022100761,away,ACTIVE,1629723.0,46,nan,Bench,On Bench,1,nan,nan,0,0,0,2,0,0.0,0,0.0,1,0,0,0,0.0,36,12.016666666666667,29,-7,0,0,0,0,1,0,1,0,2,0,0.0,0,0,0,0.0,PHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,4.840909090909091,1.4772727272727273
Jon Teske,MEM,0022100761,1630257,3,3,0,1.0,2.5805555555555553,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,0.0,-3,0,0,PHI,0022100761,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,0.0,0.3333333333333333
Killian Tillie,MEM,0022100761,1629681,31,22,9,0.71,13.675537634408602,1.3548387096774193,3.7096774193548385,0.365,0.8387096774193549,2.4516129032258065,0.342,0.16129032258064516,0.25806451612903225,0.625,0.6129032258064516,1.1290322580645162,1.7419354838709677,0.6451612903225806,0.3548387096774194,0.7419354838709677,0.45161290322580644,0.2903225806451613,1.6774193548387097,0,3.7096774193548385,59,0,0,PHI,0022100761,away,ACTIVE,1629681.0,35,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,3.7096774193548385,0.6451612903225806
Kyle Anderson,MEM,0022100761,203937,39,25,14,0.641,22.473333333333333,3.2051282051282053,7.358974358974359,0.436,0.6666666666666666,1.8974358974358974,0.351,1.0,1.5128205128205128,0.661,0.9487179487179487,4.435897435897436,5.384615384615385,2.641025641025641,1.0512820512820513,1.0769230769230769,0.5897435897435898,0.358974358974359,1.4615384615384615,1,8.076923076923077,-62,1,0,PHI,0022100761,away,ACTIVE,203937.0,1,nan,Bench,On Bench,1,nan,nan,3,0,0,2,1,0.5,0,1.0,2,0,2,1,0.5,42,19.917,39,-3,3,0,2,1,1,0,1,3,0,0,0.0,0,2,1,0.5,PHI,2022-02-01 01:52,Base Set,Common,2,Dunk,2021-02-02 01:30:00+00:00,Memphis Grizzlies,40000,35000.0,0.0,3802.0,1613.0,0.0,12.0,4,0.00%,0.0,0.0,2654.0,False,False,False,False,VISIBLE,a3cd9d63-7ca6-41c6-b8ee-a10733d02a96,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+a3cd9d63-7ca6-41c6-b8ee-a10733d02a96,-4.29%,99,1675,Layup,2,Holo Icon,Legendary,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Holo Icon-Legendary-2-Layup,122-119,3,8.076923076923077,2.641025641025641
Sam Merrill,MEM,0022100761,1630241,6,2,4,0.333,9.63888888888889,1.3333333333333333,4.0,0.333,1.1666666666666667,3.8333333333333335,0.304,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,1.0,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0,4.166666666666667,-9,0,0,PHI,0022100761,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:48,Base Set,Common,2,3 Pointer,2020-12-30 00:30:00+00:00,Milwaukee Bucks,12000,11593.0,0.0,407.0,0.0,0.0,12.0,23,4.55%,-4.17,15.0,785.0,True,False,True,True,VISIBLE,7c754c43-7982-4e0c-b105-6dbb358d0a2b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+7c754c43-7982-4e0c-b105-6dbb358d0a2b,4.55%,12000,23,3 Pointer,2,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,122-119,3,4.166666666666667,0.6666666666666666
Santi Aldama,MEM,0022100761,1630583,27,17,10,0.63,10.245925925925926,1.3703703703703705,3.5925925925925926,0.381,0.14814814814814814,1.4444444444444444,0.103,0.4444444444444444,0.7407407407407407,0.6,0.8518518518518519,1.5185185185185186,2.3703703703703702,0.5185185185185185,0.3333333333333333,0.07407407407407407,0.25925925925925924,0.1111111111111111,1.0,0,3.3333333333333335,19,1,0,PHI,0022100761,away,INACTIVE,1630583.0,7,nan,Bench,On Bench,0,INACTIVE_GLEAGUE_ON_ASSIGNMENT,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,2022-02-01 01:57,Base Set,Common,3,3 Pointer,2021-10-28 02:00:00+00:00,Memphis Grizzlies,4000,1829.0,0.0,308.0,1863.0,0.0,2.0,44,-2.22%,-2.22,7.32,82.0,True,True,True,True,VISIBLE,4e561064-17ad-4364-b755-146a58a0f86b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4e561064-17ad-4364-b755-146a58a0f86b,-2.22%,4000,44,3 Pointer,3,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,122-119,3,3.3333333333333335,0.5185185185185185
Shaq Buchanan,MEM,0022100761,1629783,2,2,0,1.0,4.908333333333333,0.5,2.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0,1.0,-2,0,0,PHI,0022100761,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,1.0,1.0
Steven Adams,MEM,0022100761,203500,48,31,17,0.646,25.8871875,2.5208333333333335,4.875,0.517,0.0,0.0,0.0,1.5416666666666667,2.6666666666666665,0.578,4.3125,5.041666666666667,9.354166666666666,3.0208333333333335,1.5625,0.9583333333333334,0.625,0.6875,1.7291666666666667,2,6.583333333333333,188,7,0,PHI,0022100761,away,ACTIVE,203500.0,4,C,Starter,On Bench,1,nan,nan,2,3,1,5,3,0.6,0,2.0,1,0,3,1,0.333333333333333,80,37.9145,86,6,7,0,6,4,7,5,12,2,0,0,0.0,3,5,3,0.6,PHI,2022-02-01 01:36,Base Set,Common,2,Assist,2021-01-07 01:00:00+00:00,New Orleans Pelicans,40000,33742.0,0.0,3908.0,2515.0,0.0,12.0,4,0.00%,0.0,0.0,1060.0,False,False,False,False,VISIBLE,1348a132-50f2-4c46-8523-89522c35d8ef,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1348a132-50f2-4c46-8523-89522c35d8ef,-1.79%,3346,55,Assist,1,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-Assist,Base Set-Common-1-Assist,122-119,3,6.583333333333333,3.0208333333333335
Tyrell Terry,MEM,0022100761,1630179,2,2,0,1.0,1.525,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.0,-2,0,0,PHI,0022100761,away,INACTIVE,1630179.0,3,nan,Bench,On Bench,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,1.0,0.0
Tyus Jones,MEM,0022100761,1626145,45,31,14,0.689,21.10011111111111,3.2222222222222223,6.844444444444444,0.471,0.9777777777777777,2.533333333333333,0.386,0.7777777777777778,0.8444444444444444,0.921,0.26666666666666666,2.4444444444444446,2.7111111111111112,4.2,0.7777777777777778,0.8666666666666667,0.044444444444444446,0.26666666666666666,0.4222222222222222,1,8.2,111,0,0,PHI,0022100761,away,ACTIVE,1626145.0,21,nan,Bench,In Game,1,NWT_HEALTH_AND_SAFETY_PROTOCOLS,nan,2,0,0,6,2,0.333333333333333,0,1.0,1,0,0,0,0.0,36,16.850666666666665,34,-2,4,2,4,0,1,1,2,3,1,0,0.0,0,5,2,0.4,PHI,2022-02-01 01:32,Base Set,Common,1,Assist,2019-12-30 01:00:00+00:00,Memphis Grizzlies,3999,3239.0,0.0,384.0,378.0,0.0,25.0,67,-10.67%,24.07,21.82,182.0,True,False,False,False,VISIBLE,a0757a24-f9b4-47e7-90fe-3813f0671c1b,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+a0757a24-f9b4-47e7-90fe-3813f0671c1b,-10.67%,3999,67,Assist,1,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-1-Assist,Base Set-Common-1-Assist,122-119,3,8.2,4.2
Xavier Sneed,MEM,0022100761,1630270,2,2,0,1.0,3.841666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-6,0,0,PHI,0022100761,away,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,0.0,0.0
Xavier Tillman,MEM,0022100761,1630214,38,24,14,0.632,13.33421052631579,1.763157894736842,3.973684210526316,0.444,0.15789473684210525,0.8947368421052632,0.176,0.8157894736842105,1.263157894736842,0.646,1.2105263157894737,1.7894736842105263,3.0,1.0526315789473684,0.6842105263157895,1.0789473684210527,0.3684210526315789,0.15789473684210525,1.2894736842105263,0,4.5,-38,0,0,PHI,0022100761,away,ACTIVE,1630214.0,2,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,2022-02-01 01:32,Base Set,Common,2,Dunk,2021-01-18 22:00:00+00:00,Memphis Grizzlies,40000,36560.0,0.0,2279.0,1200.0,0.0,12.0,5,0.00%,0.0,0.0,1774.0,False,False,True,True,VISIBLE,b682d618-5502-4ef7-a179-f60f9c542fd5,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b682d618-5502-4ef7-a179-f60f9c542fd5,0.00%,4000,39,Dunk,2,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,122-119,3,4.5,1.0526315789473684
Yves Pons,MEM,0022100761,1630582,7,6,1,0.857,3.1845238095238098,0.14285714285714285,0.42857142857142855,0.333,0.14285714285714285,0.14285714285714285,1.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0,0.42857142857142855,-2,0,0,PHI,0022100761,away,INACTIVE,1630582.0,5,nan,Bench,On Bench,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,122-119,3,0.42857142857142855,0.0
Ziaire Williams,MEM,0022100761,1630533,32,20,12,0.625,20.65020833333333,2.625,6.40625,0.41,0.96875,3.75,0.258,0.53125,0.625,0.85,0.25,1.34375,1.59375,0.8125,0.5625,0.5,0.21875,0.34375,1.875,0,6.75,-29,0,0,PHI,0022100761,away,ACTIVE,1630533.0,8,SF,Starter,In Game,1,nan,nan,2,0,0,10,3,0.3,0,1.0,1,0,2,2,1.0,75,34.18183333333333,82,7,8,4,6,2,7,2,9,0,6,0,0.0,1,4,3,0.75,PHI,2022-02-01 01:54,Base Set,Common,3,3 Pointer,2021-10-21 00:00:00+00:00,Memphis Grizzlies,4000,2179.0,0.0,136.0,1685.0,0.0,2.0,110,-11.29%,-13.39,20.88,93.0,True,True,True,True,VISIBLE,bf0d1f57-613d-40f8-84c6-68f9fef4662b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bf0d1f57-613d-40f8-84c6-68f9fef4662b,-11.29%,4000,110,3 Pointer,3,Base Set,Common,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,122-119,3,6.75,0.8125
Aaron Henry,PHI,0022100761,1630565,6,6,0,1.0,2.8305555555555557,0.16666666666666666,0.8333333333333334,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,-20,0,0,MEM,0022100761,home,nan,nan,nan,nan,None,None,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612763,119,MEM,,Final/OT,1610612755,122,PHI,5,2022-01-31 19:00:00-05:00,nan,nan,119-122,-3,0.3333333333333333,0.0
