name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,notplayingreason,notplayingdescription,player_id,jersey_num,position,starter,on_court,played,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,ast_proj
Bryn Forbes,SAS,0022100521,1627854,40,13,27,0.325,16.894666666666666,3.2,7.4,0.432,1.575,3.775,0.417,1.1,1.225,0.898,0.1,1.475,1.575,1.025,0.825,0.425,0.075,0.4,1.05,1,9.075,-40,0,0,MIA,0022100521,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:43,Base Set,Common,3,Handles,2021-12-07 02:00:00+00:00,San Antonio Spurs,60000,25687.0,0.0,10142.0,28346.0,0.0,2.0,3,0.00%,0.0,0.0,675.0,nan,nan,nan,nan,VISIBLE,96159517-e46b-4ca9-9a2f-af8a294c52a3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+96159517-e46b-4ca9-9a2f-af8a294c52a3,0.00%,12000,17,3 Pointer,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Handles,Base Set-Common-2-3 Pointer,0-0,0,0
Dejounte Murray,SAS,0022100521,1627749,46,18,28,0.391,34.41268115942029,8.108695652173912,17.934782608695652,0.452,1.326086956521739,4.173913043478261,0.318,2.0434782608695654,2.760869565217391,0.74,1.326086956521739,7.130434782608695,8.456521739130435,9.130434782608695,2.5434782608695654,2.0217391304347827,0.3695652173913043,0.8695652173913043,2.0434782608695654,2,19.58695652173913,7,25,10,MIA,0022100521,home,INACTIVE,INACTIVE_INJURY,Left Wrist; Sprain,1627749.0,5,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:37,Base Set,Common,2,3 Pointer,2021-02-09 01:30:00+00:00,San Antonio Spurs,40000,36230.0,0.0,2801.0,1016.0,0.0,12.0,9,0.00%,0.0,0.0,809.0,False,False,False,False,VISIBLE,ef504735-3781-4831-a48d-0c71da0540ac,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ef504735-3781-4831-a48d-0c71da0540ac,-0.53%,3999,189,Layup,1,Base Set,Common,"Thu, Feb 3",INJ - exp. back Feb 4,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Layup,0-0,0,0
Derrick White,SAS,0022100521,1628401,46,19,27,0.413,30.499456521739127,4.934782608695652,11.673913043478262,0.423,1.608695652173913,5.260869565217392,0.306,2.760869565217391,3.1956521739130435,0.864,0.5217391304347826,3.0,3.5217391304347827,5.695652173913044,1.7173913043478262,1.0217391304347827,0.8695652173913043,0.41304347826086957,2.369565217391304,3,14.23913043478261,24,2,0,MIA,0022100521,home,ACTIVE,nan,nan,1628401.0,4,SG,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:43,Base Set,Common,3,Layup,2021-12-13 00:00:00+00:00,San Antonio Spurs,9999,6121.0,0.0,677.0,3222.0,0.0,2.0,12,0.00%,9.09,0.0,247.0,nan,nan,nan,nan,VISIBLE,ce0624c1-ee69-405b-89a3-9d40d99daa53,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+ce0624c1-ee69-405b-89a3-9d40d99daa53,13.64%,12000,25,3 Pointer,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-3 Pointer,0-0,0,0
Devin Vassell,SAS,0022100521,1630170,44,16,28,0.364,25.396742424242426,4.409090909090909,10.113636363636363,0.436,1.7954545454545454,5.068181818181818,0.354,0.8636363636363636,1.1136363636363635,0.776,0.5909090909090909,3.772727272727273,4.363636363636363,1.4772727272727273,0.75,0.9090909090909091,0.6363636363636364,0.38636363636363635,2.090909090909091,1,11.477272727272727,8,1,0,MIA,0022100521,home,ACTIVE,nan,nan,1630170.0,24,SF,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:43,Base Set,Common,3,Dunk,2021-12-27 00:00:00+00:00,San Antonio Spurs,60000,14966.0,0.0,8744.0,38739.0,0.0,2.0,3,0.00%,0.0,50.0,784.0,nan,nan,nan,nan,VISIBLE,d6b5f340-b0f4-49b2-b5f7-439df6274079,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d6b5f340-b0f4-49b2-b5f7-439df6274079,1.37%,4000,74,3 Pointer,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-3 Pointer,0-0,0,0
Devontae Cacok,SAS,0022100521,1629719,7,2,5,0.286,8.226190476190476,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,2.2857142857142856,3.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.2857142857142857,1.1428571428571428,0,4.0,9,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1629719.0,18,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Doug McDermott,SAS,0022100521,203926,37,15,22,0.405,24.49297297297297,4.405405405405405,9.513513513513514,0.463,2.2162162162162162,5.243243243243243,0.423,0.5135135135135135,0.7297297297297297,0.704,0.40540540540540543,2.054054054054054,2.4594594594594597,1.2702702702702702,0.7567567567567568,0.24324324324324326,0.10810810810810811,0.4864864864864865,1.5675675675675675,0,11.54054054054054,-31,0,0,MIA,0022100521,home,INACTIVE,INACTIVE_INJURY,Right Ankle; Sprain,203926.0,17,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:35,Base Set,Common,2,Dunk,2021-05-02 00:00:00+00:00,Indiana Pacers,12000,9469.0,0.0,1456.0,1077.0,0.0,12.0,14,-12.50%,-12.5,-12.5,201.0,True,False,False,False,VISIBLE,ba486f43-051f-4ad8-84a3-f4dee499454a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ba486f43-051f-4ad8-84a3-f4dee499454a,-12.50%,12000,14,Dunk,2,Base Set,Common,"Thu, Feb 3",INJ - exp. back Feb 4,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Drew Eubanks,SAS,0022100521,1629234,47,17,30,0.362,12.251241134751773,1.7446808510638299,3.3191489361702127,0.526,0.02127659574468085,0.1702127659574468,0.125,1.1914893617021276,1.553191489361702,0.767,1.3191489361702127,2.702127659574468,4.0212765957446805,1.0425531914893618,0.9574468085106383,0.2765957446808511,0.6170212765957447,0.3617021276595745,1.2553191489361701,1,4.702127659574468,-70,1,0,MIA,0022100521,home,ACTIVE,nan,nan,1629234.0,14,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:41,Base Set,Common,3,Block,2021-11-04 00:30:00+00:00,San Antonio Spurs,60000,35747.0,0.0,13985.0,15157.0,0.0,2.0,3,0.00%,0.0,0.0,2454.0,nan,nan,nan,nan,VISIBLE,a7d0dcb3-615a-471f-b957-ae25b4129f98,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a7d0dcb3-615a-471f-b957-ae25b4129f98,0.00%,12000,9,Dunk,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-2-Dunk,0-0,0,0
Jakob Poeltl,SAS,0022100521,1627751,43,16,27,0.372,28.70453488372093,5.930232558139535,9.651162790697674,0.614,0.0,0.0,0.0,1.2093023255813953,2.697674418604651,0.448,4.0,4.976744186046512,8.976744186046512,2.7674418604651163,1.4883720930232558,0.6976744186046512,1.6744186046511629,0.5813953488372093,3.0232558139534884,2,13.069767441860465,84,17,0,MIA,0022100521,home,INACTIVE,INACTIVE_INJURY,""" ""; Concussion Protocol",1627751.0,25,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:40,Base Set,Common,3,Dunk,2021-10-27 00:30:00+00:00,San Antonio Spurs,60000,36425.0,0.0,13725.0,14212.0,0.0,2.0,3,0.00%,0.0,0.0,2156.0,nan,nan,nan,nan,VISIBLE,aab69ac7-0790-4fe9-91cd-797878953e4d,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+aab69ac7-0790-4fe9-91cd-797878953e4d,1.75%,2694,58,Block,1,Base Set,Common,"Wed, Feb 2",INJ - exp. back Feb 4,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,0-0,0,0
Jaylen Morris,SAS,0022100521,1628537,3,0,3,0.0,5.344444444444445,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0,0.6666666666666666,8,0,0,MIA,0022100521,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Jock Landale,SAS,0022100521,1629111,33,13,20,0.394,10.347525252525251,1.7575757575757576,3.5454545454545454,0.496,0.5757575757575758,1.5757575757575757,0.365,0.6060606060606061,0.696969696969697,0.87,1.1818181818181819,1.1515151515151516,2.3333333333333335,0.9393939393939394,0.6666666666666666,0.21212121212121213,0.36363636363636365,0.2727272727272727,0.9696969696969697,0,4.696969696969697,5,1,0,MIA,0022100521,home,INACTIVE,INACTIVE_INJURY,""" ""; Concussion Protocol",1629111.0,34,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Wed, Feb 2",INJ - exp. back Feb 4,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Joe Wieskamp,SAS,0022100521,1630580,13,4,9,0.308,5.906410256410256,0.8461538461538461,1.7692307692307692,0.478,0.5384615384615384,1.3076923076923077,0.412,0.23076923076923078,0.5384615384615384,0.429,0.15384615384615385,0.38461538461538464,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,0,2.4615384615384617,-7,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1630580.0,15,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Joshua Primo,SAS,0022100521,1630563,23,9,14,0.391,14.318840579710145,1.6521739130434783,4.130434782608695,0.4,0.8260869565217391,2.1739130434782608,0.38,0.4782608695652174,0.6086956521739131,0.786,0.5217391304347826,1.0434782608695652,1.565217391304348,1.2608695652173914,1.0,0.391304347826087,0.5652173913043478,0.17391304347826086,0.9130434782608695,0,4.608695652173913,-16,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1630563.0,11,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:41,Base Set,Common,3,3 Pointer,2021-10-21 00:30:00+00:00,San Antonio Spurs,4000,2147.0,0.0,205.0,1649.0,0.0,2.0,97,2.11%,5.43,22.78,69.0,True,True,True,True,VISIBLE,4676381d-e097-41e1-a00b-3f70f2490bc1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4676381d-e097-41e1-a00b-3f70f2490bc1,2.11%,4000,97,3 Pointer,3,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,0-0,0,0
Juancho Hernangomez,SAS,0022100521,1627823,3,1,2,0.333,8.966666666666667,0.3333333333333333,1.0,0.333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0,0.6666666666666666,3,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1627823.0,41,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:37,Base Set,Common,2,Layup,2021-01-06 02:00:00+00:00,Minnesota Timberwolves,12000,11238.0,0.0,573.0,192.0,0.0,12.0,27,-6.90%,-6.9,0.0,241.0,True,False,False,False,VISIBLE,9aa07a11-ab53-48e3-8b59-0520cb32a624,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+9aa07a11-ab53-48e3-8b59-0520cb32a624,-6.90%,12000,27,Layup,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,0-0,0,0
Keita Bates-Diop,SAS,0022100521,1628966,40,14,26,0.35,17.12225,2.225,4.5,0.494,0.325,1.025,0.317,0.725,1.05,0.69,1.15,3.0,4.15,0.625,0.725,0.425,0.325,0.425,1.05,0,5.5,13,0,0,MIA,0022100521,home,INACTIVE,INACTIVE_RETURN_TO_COMPETITION_RECONDITIONING,nan,1628966.0,31,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Wed, Feb 2",INJ - exp. back Feb 4,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Keldon Johnson,SAS,0022100521,1629640,48,18,30,0.375,31.204131944444445,5.729166666666667,12.1875,0.47,1.8541666666666667,4.208333333333333,0.441,1.9583333333333333,2.75,0.712,0.9375,5.1875,6.125,1.7916666666666667,1.2708333333333333,0.7083333333333334,0.14583333333333334,0.9375,1.7916666666666667,2,15.270833333333334,15,5,0,MIA,0022100521,home,ACTIVE,nan,nan,1629640.0,3,PF,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:41,Base Set,Common,3,Dunk,2021-11-01 23:00:00+00:00,San Antonio Spurs,60000,37718.0,0.0,12015.0,14338.0,0.0,2.0,3,0.00%,0.0,0.0,2143.0,nan,nan,nan,nan,VISIBLE,945cda97-c19a-4865-9da7-dcca7245c24a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+945cda97-c19a-4865-9da7-dcca7245c24a,0.00%,12000,24,Dunk,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Lonnie Walker IV,SAS,0022100521,1629022,48,18,30,0.375,22.814513888888886,4.166666666666667,10.583333333333334,0.394,1.4375,4.875,0.295,1.5,1.8125,0.828,0.22916666666666666,2.3541666666666665,2.5833333333333335,2.3541666666666665,1.0625,0.6458333333333334,0.3333333333333333,0.4166666666666667,1.4166666666666667,1,11.270833333333334,-27,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1629022.0,1,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:42,Base Set,Common,3,Layup,2021-11-17 03:30:00+00:00,San Antonio Spurs,60000,32356.0,0.0,15121.0,16883.0,0.0,2.0,3,0.00%,0.0,0.0,2427.0,nan,nan,nan,nan,VISIBLE,03104513-d1aa-466c-b03f-7ca1825e16a0,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+03104513-d1aa-466c-b03f-7ca1825e16a0,0.00%,3999,39,3 Pointer,1,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-3 Pointer,0-0,0,0
Thaddeus Young,SAS,0022100521,201152,25,10,15,0.4,13.839,2.84,4.96,0.573,0.0,0.2,0.0,0.36,0.8,0.45,1.4,2.0,3.4,2.24,1.08,0.84,0.28,0.36,1.44,0,6.04,-12,0,0,MIA,0022100521,home,ACTIVE,nan,nan,201152.0,30,C,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:40,Base Set,Common,2,Dunk,2021-01-26 02:00:00+00:00,Chicago Bulls,40000,35474.0,0.0,3385.0,1253.0,0.0,12.0,5,0.00%,0.0,25.0,2343.0,False,False,False,False,VISIBLE,620a2ccb-cb71-4c25-a324-5d8df3d9bd29,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+620a2ccb-cb71-4c25-a324-5d8df3d9bd29,0.00%,3999,34,Dunk,1,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,0-0,0,0
Tre Jones,SAS,0022100521,1630200,41,18,23,0.439,12.84617886178862,1.9024390243902438,3.8292682926829267,0.497,0.04878048780487805,0.3902439024390244,0.125,0.6585365853658537,0.6829268292682927,0.964,0.4146341463414634,1.4634146341463414,1.8780487804878048,2.341463414634146,0.5609756097560976,0.36585365853658536,0.0,0.43902439024390244,0.8536585365853658,1,4.512195121951219,-8,0,0,MIA,0022100521,home,ACTIVE,nan,nan,1630200.0,33,PG,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIA,2022-02-03 19:34,Base Set,Common,2,Layup,2020-12-31 01:30:00+00:00,San Antonio Spurs,4000,3455.0,0.0,321.0,224.0,0.0,12.0,82,7.89%,9.33,22.39,122.0,True,True,True,True,VISIBLE,e70d5fdd-e556-4bb5-9a9b-1a044a715779,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e70d5fdd-e556-4bb5-9a9b-1a044a715779,7.89%,4000,82,Layup,2,Base Set,Common,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,0-0,0,0
Tyler Johnson,SAS,0022100521,204020,3,0,3,0.0,17.73888888888889,0.6666666666666666,3.3333333333333335,0.2,0.6666666666666666,2.0,0.333,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1,2.0,-15,0,0,MIA,0022100521,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612748,0,MIA,,7:00 pm ET,1610612759,0,SAS,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Anthony Edwards,MIN,0022100782,1630162,45,23,22,0.511,35.01244444444444,8.044444444444444,18.177777777777777,0.443,3.2222222222222223,8.866666666666667,0.363,2.977777777777778,3.688888888888889,0.807,0.9777777777777777,4.044444444444444,5.022222222222222,3.6666666666666665,2.933333333333333,1.5555555555555556,0.7333333333333333,0.6222222222222222,2.2888888888888888,2,22.288888888888888,158,4,0,DET,0022100782,away,ACTIVE,nan,nan,1630162.0,1,SG,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,DET,2022-02-03 19:39,Base Set,Common,2,Dunk,2021-01-26 03:00:00+00:00,Minnesota Timberwolves,40000,35841.0,0.0,2466.0,1694.0,0.0,12.0,56,1.82%,-5.08,-8.2,1841.0,False,False,True,True,VISIBLE,d5321f63-952c-42d5-bf43-9ea99e4e37ce,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d5321f63-952c-42d5-bf43-9ea99e4e37ce,0.00%,4000,549,Layup,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Layup,0-0,0,0
Chris Silva,MIN,0022100782,1629735,1,1,0,1.0,3.4616666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-6,0,0,DET,0022100782,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
